execution_time,side,quantity,price,product,profit
2025-02-03 23:45:00+01:00,buy,1.0,118.36,2025-02-04 00:00:00+01:00,-29.59
2025-02-04 00:00:00+01:00,buy,1.0,116.54,2025-02-04 00:45:00+01:00,-29.135
2025-02-04 00:45:00+01:00,buy,1.0,118.63,2025-02-04 01:00:00+01:00,-29.6575
2025-02-04 00:45:00+01:00,buy,1.0,122.03,2025-02-04 01:15:00+01:00,-30.5075
2025-02-04 01:00:00+01:00,sell,1.0,132.68,2025-02-04 01:15:00+01:00,33.17
2025-02-04 01:30:00+01:00,buy,1.0,115.54,2025-02-04 01:45:00+01:00,-28.885
2025-02-04 01:45:00+01:00,buy,0.33860916,121.27,2025-02-04 02:00:00+01:00,-10.2657832083
2025-02-04 05:30:00+01:00,sell,0.85,136.41,2025-02-04 05:45:00+01:00,28.987125
2025-02-04 05:30:00+01:00,buy,1.0,112.11,2025-02-04 06:00:00+01:00,-28.0275
2025-02-04 05:45:00+01:00,sell,3.6264376e-09,93.64,2025-02-04 06:00:00+01:00,8.4894904216e-08
2025-02-04 06:30:00+01:00,sell,0.85,163.57,2025-02-04 06:45:00+01:00,34.758624999999995
2025-02-04 06:30:00+01:00,buy,1.0,135.37,2025-02-04 07:00:00+01:00,-33.8425
2025-02-04 07:15:00+01:00,sell,1.0,208.82,2025-02-04 08:00:00+01:00,52.205
2025-02-04 07:30:00+01:00,buy,0.31218222,190.77,2025-02-04 08:00:00+01:00,-14.888750527350002
2025-02-04 07:30:00+01:00,sell,1.0,220.15,2025-02-04 08:15:00+01:00,55.0375
2025-02-04 07:45:00+01:00,buy,0.68781778,169.04,2025-02-04 08:00:00+01:00,-29.0671793828
2025-02-04 07:45:00+01:00,buy,0.31218222,176.39,2025-02-04 08:15:00+01:00,-13.76645544645
2025-02-04 07:45:00+01:00,sell,1.0,177.26,2025-02-04 08:30:00+01:00,44.315
2025-02-04 08:00:00+01:00,buy,0.68781778,155.3,2025-02-04 08:15:00+01:00,-26.704525308500003
2025-02-04 08:00:00+01:00,buy,1.0,160.21,2025-02-04 08:30:00+01:00,-40.0525
2025-02-04 08:15:00+01:00,sell,1.0,168.81,2025-02-04 08:45:00+01:00,42.2025
2025-02-04 08:15:00+01:00,sell,1.0,198.95,2025-02-04 09:00:00+01:00,49.7375
2025-02-04 08:30:00+01:00,sell,1.0,190.22,2025-02-04 09:15:00+01:00,47.555
2025-02-04 09:00:00+01:00,sell,0.68781778,182.75,2025-02-04 09:30:00+01:00,31.424674823750003
2025-02-04 09:15:00+01:00,buy,0.68781778,149.39,2025-02-04 09:30:00+01:00,-25.68827453855
2025-02-04 09:15:00+01:00,sell,0.68781778,163.57,2025-02-04 10:00:00+01:00,28.12658856865
2025-02-04 09:30:00+01:00,sell,0.53781778,147.34,2025-02-04 09:45:00+01:00,19.8105179263
2025-02-04 09:30:00+01:00,buy,0.68781778,140.05,2025-02-04 10:00:00+01:00,-24.082220022250002
2025-02-04 09:45:00+01:00,sell,0.15,159.98,2025-02-04 10:00:00+01:00,5.999249999999999
2025-02-04 10:00:00+01:00,sell,2.9174428e-09,158.08,2025-02-04 10:15:00+01:00,1.15297339456e-07
2025-02-04 10:00:00+01:00,buy,1.0,120.25,2025-02-04 10:45:00+01:00,-30.0625
2025-02-04 10:15:00+01:00,sell,0.7,152.44,2025-02-04 11:00:00+01:00,26.677
2025-02-04 10:30:00+01:00,buy,0.7,142.28,2025-02-04 11:00:00+01:00,-24.898999999999997
2025-02-04 11:00:00+01:00,sell,0.85,249.29,2025-02-04 11:15:00+01:00,52.974124999999994
2025-02-04 11:15:00+01:00,buy,1.0,122.27,2025-02-04 11:45:00+01:00,-30.5675
2025-02-04 11:45:00+01:00,buy,1.0,119.84,2025-02-04 12:00:00+01:00,-29.96
2025-02-04 12:00:00+01:00,buy,0.33860915,113.65,2025-02-04 12:30:00+01:00,-9.620732474375002
2025-02-04 12:00:00+01:00,buy,1.0,112.81,2025-02-04 12:45:00+01:00,-28.2025
2025-02-04 12:15:00+01:00,buy,0.66139085,114.13,2025-02-04 12:30:00+01:00,-18.871134427624998
2025-02-04 12:15:00+01:00,sell,0.66139085,117.32,2025-02-04 12:45:00+01:00,19.3985936305
2025-02-04 13:15:00+01:00,buy,1.0,107.02,2025-02-04 14:00:00+01:00,-26.755
2025-02-04 16:00:00+01:00,sell,1.0,168.61,2025-02-04 16:30:00+01:00,42.1525
2025-02-04 16:15:00+01:00,buy,1.0,163.05,2025-02-04 16:30:00+01:00,-40.7625
2025-02-04 16:15:00+01:00,sell,1.0,171.06,2025-02-04 16:45:00+01:00,42.765
2025-02-04 16:30:00+01:00,sell,1.0,181.67,2025-02-04 17:00:00+01:00,45.4175
2025-02-04 16:45:00+01:00,buy,1.0,180.85,2025-02-04 17:00:00+01:00,-45.2125
2025-02-04 16:45:00+01:00,sell,0.68781778,183.77,2025-02-04 17:30:00+01:00,31.600068357650002
2025-02-04 17:00:00+01:00,buy,0.68781778,178.61,2025-02-04 17:30:00+01:00,-30.712783421450006
2025-02-04 17:00:00+01:00,sell,0.68781778,184.83,2025-02-04 17:45:00+01:00,31.782340069350003
2025-02-04 17:15:00+01:00,buy,0.68781778,172.55,2025-02-04 17:45:00+01:00,-29.670739484750005
2025-02-04 17:15:00+01:00,sell,1.0,181.36,2025-02-04 18:00:00+01:00,45.34
2025-02-04 17:30:00+01:00,buy,1.0,178.41,2025-02-04 18:00:00+01:00,-44.6025
2025-02-04 17:30:00+01:00,sell,0.68781778,184.71,2025-02-04 18:15:00+01:00,31.761705535950004
2025-02-04 17:45:00+01:00,sell,0.31218222,227.37,2025-02-04 18:15:00+01:00,17.74521784035
2025-02-04 17:45:00+01:00,sell,0.68781778,206.95,2025-02-04 18:30:00+01:00,35.58597239275
2025-02-04 18:00:00+01:00,sell,4.1734378e-10,235.07,2025-02-04 18:30:00+01:00,2.452625059115e-08
2025-02-04 18:15:00+01:00,sell,1.0,227.52,2025-02-04 19:00:00+01:00,56.88
2025-02-04 18:30:00+01:00,buy,1.0,227.4,2025-02-04 19:00:00+01:00,-56.85
2025-02-04 18:30:00+01:00,sell,1.0,241.12,2025-02-04 19:15:00+01:00,60.28
2025-02-04 18:45:00+01:00,sell,1.0,246.17,2025-02-04 19:00:00+01:00,61.5425
2025-02-04 18:45:00+01:00,buy,1.0,230.82,2025-02-04 19:15:00+01:00,-57.705
2025-02-04 21:30:00+01:00,buy,1.0,135.48,2025-02-04 22:00:00+01:00,-33.87
2025-02-04 21:30:00+01:00,sell,0.85,162.59,2025-02-04 22:15:00+01:00,34.550375
2025-02-04 21:45:00+01:00,sell,1.0,148.16,2025-02-04 22:00:00+01:00,37.04
2025-02-04 21:45:00+01:00,buy,0.85,169.16,2025-02-04 22:15:00+01:00,-35.9465
2025-02-04 22:00:00+01:00,buy,1.0,121.71,2025-02-04 22:45:00+01:00,-30.4275
2025-02-04 22:15:00+01:00,sell,0.85,144.56,2025-02-04 23:00:00+01:00,30.719
2025-02-04 22:30:00+01:00,buy,0.85,131.48,2025-02-04 23:00:00+01:00,-27.939499999999995
2025-02-04 22:30:00+01:00,sell,0.85,144.18,2025-02-04 23:15:00+01:00,30.63825
