execution_time,side,quantity,price,product,profit
2025-02-06 00:00:00+01:00,buy,0.33860916,114.9,2025-02-06 00:45:00+01:00,-9.726548121
2025-02-06 00:15:00+01:00,sell,0.33860916,118.66,2025-02-06 00:45:00+01:00,10.0448407314
2025-02-06 01:30:00+01:00,buy,1.0,108.99,2025-02-06 02:15:00+01:00,-27.2475
2025-02-06 01:45:00+01:00,sell,0.66139084,113.17,2025-02-06 02:15:00+01:00,18.7124003407
2025-02-06 01:45:00+01:00,buy,1.0,111.77,2025-02-06 02:30:00+01:00,-27.9425
2025-02-06 02:00:00+01:00,sell,0.33860916,129.38,2025-02-06 02:15:00+01:00,10.9523132802
2025-02-06 02:00:00+01:00,buy,1.0,112.9,2025-02-06 02:45:00+01:00,-28.225
2025-02-06 02:30:00+01:00,sell,1.0,119.42,2025-02-06 02:45:00+01:00,29.855
2025-02-06 02:30:00+01:00,buy,1.0,118.39,2025-02-06 03:15:00+01:00,-29.5975
2025-02-06 02:45:00+01:00,sell,0.66139084,120.41,2025-02-06 03:15:00+01:00,19.909517761100002
2025-02-06 03:00:00+01:00,sell,3.6264601e-09,121.47,2025-02-06 03:15:00+01:00,1.1012652708675e-07
2025-02-06 03:15:00+01:00,buy,1.0,117.07,2025-02-06 04:00:00+01:00,-29.2675
2025-02-06 03:30:00+01:00,sell,1.0,119.55,2025-02-06 04:00:00+01:00,29.8875
2025-02-06 03:30:00+01:00,buy,1.0,117.64,2025-02-06 04:15:00+01:00,-29.41
2025-02-06 04:00:00+01:00,sell,1.0,136.26,2025-02-06 04:15:00+01:00,34.065
2025-02-06 04:15:00+01:00,buy,1.0,120.66,2025-02-06 05:00:00+01:00,-30.165
2025-02-06 04:30:00+01:00,buy,1.0,125.54,2025-02-06 05:15:00+01:00,-31.385
2025-02-06 04:45:00+01:00,sell,1.0,124.24,2025-02-06 05:15:00+01:00,31.06
2025-02-06 05:00:00+01:00,buy,1.0,121.01,2025-02-06 05:15:00+01:00,-30.2525
2025-02-06 05:00:00+01:00,sell,0.85,152.2,2025-02-06 05:45:00+01:00,32.342499999999994
2025-02-06 05:15:00+01:00,buy,1.0,111.64,2025-02-06 06:00:00+01:00,-27.91
2025-02-06 05:30:00+01:00,buy,0.85,137.14,2025-02-06 05:45:00+01:00,-29.142249999999997
2025-02-06 06:00:00+01:00,sell,0.85,170.36,2025-02-06 06:45:00+01:00,36.2015
2025-02-06 06:15:00+01:00,buy,0.85,163.82,2025-02-06 06:45:00+01:00,-34.811749999999996
2025-02-06 07:15:00+01:00,sell,0.68781778,181.27,2025-02-06 08:00:00+01:00,31.170182245150002
2025-02-06 07:30:00+01:00,buy,0.68781778,169.83,2025-02-06 08:00:00+01:00,-29.203023394350005
2025-02-06 07:30:00+01:00,sell,1.0,185.9,2025-02-06 08:15:00+01:00,46.475
2025-02-06 07:45:00+01:00,buy,1.0,161.01,2025-02-06 08:15:00+01:00,-40.2525
2025-02-06 07:45:00+01:00,sell,1.0,178.13,2025-02-06 08:30:00+01:00,44.5325
2025-02-06 08:00:00+01:00,buy,1.0,159.35,2025-02-06 08:30:00+01:00,-39.8375
2025-02-06 08:15:00+01:00,sell,1.0,182.35,2025-02-06 09:00:00+01:00,45.5875
2025-02-06 08:30:00+01:00,sell,1.0,162.73,2025-02-06 09:15:00+01:00,40.6825
2025-02-06 09:00:00+01:00,buy,1.0,162.03,2025-02-06 09:15:00+01:00,-40.5075
