execution_time,side,quantity,price,product,profit
2025-02-02 23:30:00+01:00,buy,1.0,115.56,2025-02-03 00:00:00+01:00,-28.89
2025-02-02 23:30:00+01:00,buy,0.51507974,120.01,2025-02-03 00:15:00+01:00,-15.453679899350002
2025-02-02 23:45:00+01:00,buy,0.48492026,113.0,2025-02-03 00:15:00+01:00,-13.698997345
2025-02-03 00:00:00+01:00,buy,1.0,110.39,2025-02-03 00:45:00+01:00,-27.5975
2025-02-03 00:15:00+01:00,sell,1.0,144.73,2025-02-03 01:00:00+01:00,36.1825
2025-02-03 00:30:00+01:00,buy,1.0,123.65,2025-02-03 01:00:00+01:00,-30.9125
2025-02-03 00:45:00+01:00,buy,0.33860916,106.05,2025-02-03 01:00:00+01:00,-8.9773753545
2025-02-03 01:00:00+01:00,buy,1.0,108.93,2025-02-03 01:45:00+01:00,-27.2325
2025-02-03 01:15:00+01:00,sell,1.0,136.84,2025-02-03 02:00:00+01:00,34.21
2025-02-03 02:00:00+01:00,buy,0.17647058,114.78,2025-02-03 02:45:00+01:00,-5.0638232931
2025-02-03 02:15:00+01:00,sell,1.0,141.54,2025-02-03 02:30:00+01:00,35.385
2025-02-03 02:15:00+01:00,sell,0.17647058,117.98,2025-02-03 02:45:00+01:00,5.2049997570999995
2025-02-03 02:30:00+01:00,buy,0.35294117,103.76,2025-02-03 03:15:00+01:00,-9.1552939498
2025-02-03 02:45:00+01:00,buy,0.64705883,85.18,2025-02-03 03:15:00+01:00,-13.779117784850001
2025-02-03 02:45:00+01:00,buy,0.35294117,90.28,2025-02-03 03:30:00+01:00,-7.965882206900001
2025-02-03 03:00:00+01:00,buy,2.8441795e-09,93.61,2025-02-03 03:30:00+01:00,-6.656091074875e-08
2025-02-03 03:00:00+01:00,buy,1.0,90.26,2025-02-03 03:45:00+01:00,-22.565
2025-02-03 03:30:00+01:00,sell,1.0,101.72,2025-02-03 03:45:00+01:00,25.43
2025-02-03 03:30:00+01:00,buy,1.0,98.59,2025-02-03 04:00:00+01:00,-24.6475
2025-02-03 03:45:00+01:00,sell,1.0,109.03,2025-02-03 04:00:00+01:00,27.2575
2025-02-03 04:30:00+01:00,buy,1.0,88.26,2025-02-03 05:00:00+01:00,-22.065
2025-02-03 04:45:00+01:00,sell,1.0,100.79,2025-02-03 05:00:00+01:00,25.1975
2025-02-03 04:45:00+01:00,buy,1.0,96.4,2025-02-03 05:15:00+01:00,-24.1
2025-02-03 06:00:00+01:00,sell,0.85,187.88,2025-02-03 06:45:00+01:00,39.924499999999995
2025-02-03 06:15:00+01:00,buy,0.85,155.17,2025-02-03 06:45:00+01:00,-32.973625
2025-02-03 07:15:00+01:00,sell,1.0,252.79,2025-02-03 07:30:00+01:00,63.1975
2025-02-03 07:15:00+01:00,sell,1.0,300.16,2025-02-03 08:00:00+01:00,75.04
2025-02-03 07:30:00+01:00,sell,1.0,260.06,2025-02-03 08:15:00+01:00,65.015
2025-02-03 07:45:00+01:00,sell,0.53781778,242.84,2025-02-03 08:30:00+01:00,32.6509174238
2025-02-03 08:00:00+01:00,buy,1.0,201.72,2025-02-03 08:45:00+01:00,-50.43
2025-02-03 08:15:00+01:00,sell,0.15,276.4,2025-02-03 08:30:00+01:00,10.364999999999998
2025-02-03 08:15:00+01:00,sell,1.0,225.49,2025-02-03 08:45:00+01:00,56.3725
2025-02-03 08:30:00+01:00,sell,2.9174459e-09,275.94,2025-02-03 09:00:00+01:00,2.012600054115e-07
2025-02-03 08:45:00+01:00,buy,0.17647059,168.98,2025-02-03 09:30:00+01:00,-7.45500007455
2025-02-03 09:00:00+01:00,sell,5.1969701e-09,147.63,2025-02-03 09:30:00+01:00,1.9180717396574997e-07
2025-02-03 09:00:00+01:00,buy,1.0,142.36,2025-02-03 09:45:00+01:00,-35.59
2025-02-03 09:15:00+01:00,sell,0.17647058,142.37,2025-02-03 09:30:00+01:00,6.281029118649999
2025-02-03 09:15:00+01:00,sell,0.85,164.24,2025-02-03 10:00:00+01:00,34.901
2025-02-03 09:30:00+01:00,sell,7.000003e-09,144.78,2025-02-03 10:00:00+01:00,2.53365108585e-07
2025-02-03 09:45:00+01:00,buy,0.33860916,114.87,2025-02-03 10:30:00+01:00,-9.7240085523
2025-02-03 10:00:00+01:00,sell,0.33860916,142.67,2025-02-03 10:30:00+01:00,12.0773422143
2025-02-03 11:00:00+01:00,buy,1.0,125.95,2025-02-03 11:45:00+01:00,-31.4875
2025-02-03 11:15:00+01:00,sell,1.0,159.53,2025-02-03 11:45:00+01:00,39.8825
2025-02-03 12:00:00+01:00,buy,1.0,133.54,2025-02-03 12:45:00+01:00,-33.385
2025-02-03 12:15:00+01:00,buy,1.0,123.9,2025-02-03 13:00:00+01:00,-30.975
2025-02-03 13:00:00+01:00,buy,0.33860916,126.67,2025-02-03 13:15:00+01:00,-10.7229055743
2025-02-03 13:00:00+01:00,buy,1.0,123.75,2025-02-03 13:30:00+01:00,-30.9375
2025-02-03 13:15:00+01:00,buy,1.0,121.23,2025-02-03 14:00:00+01:00,-30.3075
2025-02-03 13:30:00+01:00,buy,1.0,108.52,2025-02-03 13:45:00+01:00,-27.13
2025-02-03 13:30:00+01:00,sell,1.0,111.97,2025-02-03 14:00:00+01:00,27.9925
2025-02-03 14:15:00+01:00,sell,0.7,153.0,2025-02-03 14:30:00+01:00,26.775
