execution_time,side,quantity,price,product,profit
2025-02-06 23:30:00+01:00,buy,1.0,74.7,2025-02-07 00:00:00+01:00,-18.675
2025-02-06 23:45:00+01:00,sell,1.0,89.04,2025-02-07 00:00:00+01:00,22.26
2025-02-07 00:00:00+01:00,buy,1.0,78.81,2025-02-07 00:30:00+01:00,-19.7025
2025-02-07 00:00:00+01:00,buy,1.0,74.77,2025-02-07 00:45:00+01:00,-18.6925
2025-02-07 00:15:00+01:00,sell,1.0,95.38,2025-02-07 00:30:00+01:00,23.845
2025-02-07 00:15:00+01:00,sell,1.0,92.22,2025-02-07 00:45:00+01:00,23.055
2025-02-07 00:45:00+01:00,buy,1.0,83.02,2025-02-07 01:15:00+01:00,-20.755
2025-02-07 00:45:00+01:00,buy,0.51507974,85.09,2025-02-07 01:30:00+01:00,-10.957033769150001
2025-02-07 01:00:00+01:00,sell,0.82352941,85.49,2025-02-07 01:15:00+01:00,17.600882315225
2025-02-07 01:00:00+01:00,sell,0.51507974,86.27,2025-02-07 01:30:00+01:00,11.10898229245
2025-02-07 01:00:00+01:00,buy,1.0,74.65,2025-02-07 01:45:00+01:00,-18.6625
2025-02-07 01:15:00+01:00,sell,1.7646809e-09,91.93,2025-02-07 01:45:00+01:00,4.0556778784250004e-08
2025-02-07 01:15:00+01:00,sell,1.0,110.52,2025-02-07 02:00:00+01:00,27.63
2025-02-07 01:30:00+01:00,buy,1.0,98.33,2025-02-07 02:00:00+01:00,-24.5825
2025-02-07 01:45:00+01:00,buy,0.16213857,80.28,2025-02-07 02:15:00+01:00,-3.2541210999000003
2025-02-07 01:45:00+01:00,buy,1.0,75.05,2025-02-07 02:30:00+01:00,-18.7625
2025-02-07 02:00:00+01:00,sell,0.16213857,85.63,2025-02-07 02:15:00+01:00,3.470981437275
2025-02-07 02:00:00+01:00,sell,0.83786143,83.85,2025-02-07 02:30:00+01:00,17.563670226375
2025-02-07 02:00:00+01:00,buy,1.0,82.46,2025-02-07 02:45:00+01:00,-20.615
2025-02-07 02:15:00+01:00,sell,0.16213857,99.94,2025-02-07 02:30:00+01:00,4.05103217145
2025-02-07 02:15:00+01:00,sell,1.0,92.74,2025-02-07 02:45:00+01:00,23.185
2025-02-07 02:45:00+01:00,buy,1.0,82.78,2025-02-07 03:15:00+01:00,-20.695
2025-02-07 03:00:00+01:00,sell,1.0,88.56,2025-02-07 03:15:00+01:00,22.14
2025-02-07 03:00:00+01:00,buy,1.0,79.01,2025-02-07 03:45:00+01:00,-19.7525
2025-02-07 03:15:00+01:00,buy,1.0,79.04,2025-02-07 03:30:00+01:00,-19.76
2025-02-07 03:30:00+01:00,buy,0.16213857,76.95,2025-02-07 04:00:00+01:00,-3.119140740375
2025-02-07 03:30:00+01:00,buy,1.0,73.61,2025-02-07 04:15:00+01:00,-18.4025
2025-02-07 03:45:00+01:00,buy,0.83786143,64.45,2025-02-07 04:00:00+01:00,-13.500042290875001
2025-02-07 03:45:00+01:00,sell,1.0,71.18,2025-02-07 04:15:00+01:00,17.795
2025-02-07 04:00:00+01:00,buy,0.16213857,72.55,2025-02-07 04:15:00+01:00,-2.940788313375
2025-02-07 04:30:00+01:00,sell,0.85,67.31,2025-02-07 04:45:00+01:00,14.303375
2025-02-07 04:30:00+01:00,buy,1.0,46.44,2025-02-07 05:00:00+01:00,-11.61
2025-02-07 04:45:00+01:00,sell,1.8617374e-09,71.76,2025-02-07 05:00:00+01:00,3.3399568956e-08
2025-02-07 05:00:00+01:00,sell,0.85,94.37,2025-02-07 05:45:00+01:00,20.053625
2025-02-07 05:15:00+01:00,buy,1.0,75.17,2025-02-07 06:00:00+01:00,-18.7925
2025-02-07 05:30:00+01:00,buy,0.85,87.19,2025-02-07 05:45:00+01:00,-18.527874999999998
2025-02-07 05:30:00+01:00,sell,1.0,77.23,2025-02-07 06:00:00+01:00,19.3075
2025-02-07 07:15:00+01:00,sell,1.0,113.58,2025-02-07 08:00:00+01:00,28.395
2025-02-07 07:30:00+01:00,sell,1.0,114.73,2025-02-07 08:15:00+01:00,28.6825
2025-02-07 07:45:00+01:00,sell,1.0,114.81,2025-02-07 08:30:00+01:00,28.7025
2025-02-07 08:00:00+01:00,buy,0.31218222,103.28,2025-02-07 08:30:00+01:00,-8.0605449204
2025-02-07 08:15:00+01:00,sell,0.31218222,120.28,2025-02-07 08:30:00+01:00,9.3873193554
2025-02-07 08:15:00+01:00,sell,0.68781778,111.02,2025-02-07 08:45:00+01:00,19.0903824839
2025-02-07 08:30:00+01:00,sell,2.9174612e-09,113.31,2025-02-07 08:45:00+01:00,8.2644382143e-08
2025-02-07 09:00:00+01:00,buy,0.33860916,79.63,2025-02-07 09:45:00+01:00,-6.7408618527
2025-02-07 09:15:00+01:00,sell,3.6264599e-09,78.16,2025-02-07 09:45:00+01:00,7.0861026446e-08
2025-02-07 09:30:00+01:00,sell,0.33860916,89.36,2025-02-07 09:45:00+01:00,7.5645286344
2025-02-07 10:45:00+01:00,buy,0.33860916,81.48,2025-02-07 11:15:00+01:00,-6.897468589200001
2025-02-07 10:45:00+01:00,buy,1.0,80.61,2025-02-07 11:30:00+01:00,-20.1525
2025-02-07 11:00:00+01:00,buy,0.66139084,76.17,2025-02-07 11:15:00+01:00,-12.594535070700001
2025-02-07 11:00:00+01:00,buy,1.0,78.79,2025-02-07 11:45:00+01:00,-19.6975
2025-02-07 11:15:00+01:00,buy,0.33860916,68.43,2025-02-07 12:00:00+01:00,-5.792756204700001
2025-02-07 11:30:00+01:00,sell,0.66139084,72.58,2025-02-07 11:45:00+01:00,12.000936791800001
2025-02-07 11:30:00+01:00,sell,0.33860916,76.45,2025-02-07 12:00:00+01:00,6.4716675705
2025-02-07 11:45:00+01:00,sell,1.0,95.22,2025-02-07 12:00:00+01:00,23.805
2025-02-07 12:00:00+01:00,sell,0.98781779,96.7,2025-02-07 12:15:00+01:00,23.88049507325
2025-02-07 12:00:00+01:00,buy,1.0,82.0,2025-02-07 12:45:00+01:00,-20.5
2025-02-07 12:15:00+01:00,buy,1.0,72.22,2025-02-07 12:30:00+01:00,-18.055
2025-02-07 12:30:00+01:00,buy,1.0,60.58,2025-02-07 13:00:00+01:00,-15.145
2025-02-07 12:45:00+01:00,buy,1.0,52.58,2025-02-07 13:15:00+01:00,-13.145
2025-02-07 13:00:00+01:00,sell,0.66139084,54.01,2025-02-07 13:15:00+01:00,8.9304298171
2025-02-07 13:00:00+01:00,buy,1.0,53.77,2025-02-07 13:45:00+01:00,-13.4425
2025-02-07 13:15:00+01:00,buy,1.0794739e-09,50.46,2025-02-07 13:30:00+01:00,-1.36175632485e-08
2025-02-07 14:00:00+01:00,sell,1.0,97.47,2025-02-07 14:15:00+01:00,24.3675
2025-02-07 14:15:00+01:00,sell,0.7,103.26,2025-02-07 14:30:00+01:00,18.0705
2025-02-07 14:15:00+01:00,buy,1.0,63.35,2025-02-07 15:00:00+01:00,-15.8375
2025-02-07 14:30:00+01:00,buy,1.0,86.73,2025-02-07 15:15:00+01:00,-21.6825
2025-02-07 15:00:00+01:00,sell,1.0,113.11,2025-02-07 15:15:00+01:00,28.2775
2025-02-07 15:00:00+01:00,sell,1.0,120.98,2025-02-07 15:30:00+01:00,30.245
2025-02-07 15:00:00+01:00,sell,0.53781778,119.51,2025-02-07 15:45:00+01:00,16.06865072195
2025-02-07 15:15:00+01:00,buy,1.0,109.82,2025-02-07 15:30:00+01:00,-27.455
2025-02-07 15:15:00+01:00,buy,0.53781778,112.7,2025-02-07 15:45:00+01:00,-15.1530159515
2025-02-07 15:15:00+01:00,buy,1.0,86.65,2025-02-07 16:00:00+01:00,-21.6625
2025-02-07 15:45:00+01:00,sell,1.0,118.53,2025-02-07 16:30:00+01:00,29.6325
2025-02-07 16:00:00+01:00,buy,0.46218222,117.06,2025-02-07 16:30:00+01:00,-13.525762668299999
2025-02-07 16:00:00+01:00,sell,1.0,121.96,2025-02-07 16:45:00+01:00,30.49
2025-02-07 16:15:00+01:00,sell,0.46218222,122.75,2025-02-07 16:30:00+01:00,14.183216876249999
2025-02-07 16:45:00+01:00,buy,1.0,100.83,2025-02-07 17:00:00+01:00,-25.2075
2025-02-07 17:00:00+01:00,buy,1.0,90.54,2025-02-07 17:15:00+01:00,-22.635
2025-02-07 17:00:00+01:00,buy,0.35294118,91.29,2025-02-07 17:30:00+01:00,-8.05500008055
2025-02-07 17:15:00+01:00,sell,3.5293162e-09,76.93,2025-02-07 17:30:00+01:00,6.787757381650001e-08
2025-02-07 17:15:00+01:00,sell,1.0,111.47,2025-02-07 18:00:00+01:00,27.8675
2025-02-07 17:30:00+01:00,buy,1.0,100.42,2025-02-07 18:00:00+01:00,-25.105
2025-02-07 17:30:00+01:00,sell,0.68781778,103.66,2025-02-07 18:15:00+01:00,17.8247977687
2025-02-07 17:45:00+01:00,buy,0.68781778,77.04,2025-02-07 18:15:00+01:00,-13.247370442800001
2025-02-07 18:15:00+01:00,sell,0.68781778,105.82,2025-02-07 18:45:00+01:00,18.1962193699
2025-02-07 18:15:00+01:00,sell,1.0,112.54,2025-02-07 19:00:00+01:00,28.135
2025-02-07 18:30:00+01:00,sell,0.31218222,123.15,2025-02-07 18:45:00+01:00,9.611310098250001
2025-02-07 18:30:00+01:00,sell,1.0,116.37,2025-02-07 19:15:00+01:00,29.0925
2025-02-07 18:45:00+01:00,sell,0.68781778,121.4,2025-02-07 19:30:00+01:00,20.875269623
