execution_time,side,quantity,price,product,profit
2025-02-01 23:30:00+01:00,buy,1.0,112.7,2025-02-02 00:00:00+01:00,-28.175
2025-02-01 23:30:00+01:00,sell,0.56218222,134.44,2025-02-02 00:15:00+01:00,18.894944414199998
2025-02-01 23:45:00+01:00,sell,0.28781778,143.83,2025-02-02 00:15:00+01:00,10.349207824350001
2025-02-02 00:00:00+01:00,buy,0.85,112.26,2025-02-02 00:15:00+01:00,-23.85525
2025-02-02 00:00:00+01:00,buy,1.0,97.34,2025-02-02 00:45:00+01:00,-24.335
2025-02-02 00:15:00+01:00,buy,1.0,104.61,2025-02-02 00:30:00+01:00,-26.1525
2025-02-02 00:30:00+01:00,sell,1.0,141.67,2025-02-02 01:00:00+01:00,35.4175
2025-02-02 01:00:00+01:00,sell,0.55,148.09,2025-02-02 01:15:00+01:00,20.362375000000004
2025-02-02 01:00:00+01:00,sell,1.0,150.21,2025-02-02 01:30:00+01:00,37.5525
2025-02-02 01:30:00+01:00,buy,1.0,112.87,2025-02-02 02:15:00+01:00,-28.2175
2025-02-02 01:45:00+01:00,sell,1.0,121.81,2025-02-02 02:15:00+01:00,30.4525
2025-02-02 02:00:00+01:00,buy,1.0,114.65,2025-02-02 02:30:00+01:00,-28.6625
2025-02-02 02:15:00+01:00,sell,1.0,116.54,2025-02-02 02:30:00+01:00,29.135
2025-02-02 02:15:00+01:00,buy,1.0,114.65,2025-02-02 03:00:00+01:00,-28.6625
2025-02-02 02:30:00+01:00,sell,1.0,118.89,2025-02-02 03:00:00+01:00,29.7225
2025-02-02 03:00:00+01:00,buy,1.0,114.69,2025-02-02 03:30:00+01:00,-28.6725
2025-02-02 03:00:00+01:00,buy,1.0,106.7,2025-02-02 03:45:00+01:00,-26.675
2025-02-02 03:45:00+01:00,buy,0.33860916,113.69,2025-02-02 04:30:00+01:00,-9.6241188501
2025-02-02 04:00:00+01:00,buy,1.0,108.71,2025-02-02 04:45:00+01:00,-27.1775
2025-02-02 04:15:00+01:00,buy,0.66139084,106.41,2025-02-02 04:30:00+01:00,-17.5946498211
2025-02-02 05:00:00+01:00,sell,0.56218222,128.36,2025-02-02 05:45:00+01:00,18.040427439800002
2025-02-02 05:15:00+01:00,buy,0.56218222,117.2,2025-02-02 05:45:00+01:00,-16.471939046
2025-02-02 05:15:00+01:00,buy,0.33860916,102.45,2025-02-02 06:00:00+01:00,-8.6726271105
2025-02-02 05:30:00+01:00,sell,3.6264595e-09,103.92,2025-02-02 06:00:00+01:00,9.421541781000001e-08
2025-02-02 06:00:00+01:00,sell,1.0,149.28,2025-02-02 06:45:00+01:00,37.32
2025-02-02 06:15:00+01:00,buy,1.0,108.57,2025-02-02 07:00:00+01:00,-27.1425
2025-02-02 06:30:00+01:00,buy,0.15,139.3,2025-02-02 06:45:00+01:00,-5.22375
2025-02-02 06:45:00+01:00,sell,1.0,121.54,2025-02-02 07:00:00+01:00,30.385
2025-02-02 06:45:00+01:00,buy,1.0,114.72,2025-02-02 07:15:00+01:00,-28.68
2025-02-02 07:00:00+01:00,sell,1.0,151.43,2025-02-02 07:45:00+01:00,37.8575
2025-02-02 07:45:00+01:00,sell,0.53781778,151.06,2025-02-02 08:00:00+01:00,20.3106884617
2025-02-02 08:00:00+01:00,sell,0.85,151.23,2025-02-02 08:30:00+01:00,32.136374999999994
2025-02-02 08:00:00+01:00,buy,1.0,128.34,2025-02-02 08:45:00+01:00,-32.085
2025-02-02 08:15:00+01:00,buy,0.85,146.88,2025-02-02 08:30:00+01:00,-31.212
2025-02-02 08:15:00+01:00,sell,1.0,127.25,2025-02-02 08:45:00+01:00,31.8125
2025-02-02 08:15:00+01:00,sell,1.0,160.96,2025-02-02 09:00:00+01:00,40.24
2025-02-02 08:30:00+01:00,sell,1.0,144.61,2025-02-02 09:15:00+01:00,36.1525
2025-02-02 09:00:00+01:00,buy,1.0,106.95,2025-02-02 09:30:00+01:00,-26.7375
2025-02-02 09:00:00+01:00,buy,1.0,103.65,2025-02-02 09:45:00+01:00,-25.9125
2025-02-02 09:15:00+01:00,sell,1.0,148.25,2025-02-02 10:00:00+01:00,37.0625
2025-02-02 10:00:00+01:00,buy,1.0,100.93,2025-02-02 10:45:00+01:00,-25.2325
2025-02-02 10:15:00+01:00,sell,0.85,130.33,2025-02-02 10:30:00+01:00,27.695125
2025-02-02 10:15:00+01:00,sell,1.0,112.11,2025-02-02 10:45:00+01:00,28.0275
2025-02-02 10:30:00+01:00,buy,1.0,92.12,2025-02-02 10:45:00+01:00,-23.03
2025-02-02 11:00:00+01:00,buy,1.0,91.56,2025-02-02 11:15:00+01:00,-22.89
2025-02-02 11:00:00+01:00,buy,1.0,94.03,2025-02-02 11:30:00+01:00,-23.5075
2025-02-02 11:00:00+01:00,buy,1.0,90.05,2025-02-02 11:45:00+01:00,-22.5125
2025-02-02 11:30:00+01:00,buy,0.33860915,94.67,2025-02-02 12:15:00+01:00,-8.014032057625
2025-02-02 11:45:00+01:00,sell,0.56218222,116.69,2025-02-02 12:00:00+01:00,16.40026081295
